rep	seed
0	763685582
1	3055848805
2	713020028
3	3184960516
4	3897613126
5	1699637133
6	4169854314
7	3244264425
8	228142370
9	3163530
10	3273996752
11	3433269719
12	2625816320
13	1475382570
14	3484654042
15	3146084211
16	1622202611
17	11559691
18	3297372489
19	192868851
20	2630120791
21	1869706548
22	831151067
23	4110328572
24	3710707477
25	2471625869
26	3133710354
27	1976876536
28	1992321362
29	3974289144
30	1501478883
31	3833162870
32	1605483038
33	1449847801
34	1022879416
35	2444398961
36	494195477
37	1901319571
38	1437788521
39	2789506885
40	3246342331
41	3500785544
42	1005745459
43	1416287950
44	2918333897
45	1433930477
46	4116595662
47	2485355072
48	3470222523
49	1983951886
50	4122429428
51	2673069664
52	1476637313
53	4231241974
54	615662605
55	2948318746
56	1203053217
57	3316142251
58	3477810554
59	1712740558
60	4116826300
61	543491130
62	2030170058
63	2145764884
64	482748302
65	1815552368
66	3999080750
67	2649788322
68	3139932909
69	4150180149
70	1977973930
71	1043316864
72	629759862
73	2539329776
74	1652929482
75	2546854074
76	1955422561
77	2794675819
78	2693663507
79	104625041
80	3042130080
81	2638924438
82	3910097276
83	567372222
84	3819843434
85	1593950290
86	2337030307
87	1007970543
88	3149056315
89	3145361808
90	3426754989
91	3073898146
92	1869945072
93	633196179
94	3311141796
95	338491005
96	3993846296
97	4047414896
98	457388664
99	3893776014
100	499228462
101	1241561347
102	157183229
103	2942569711
104	112129646
105	859175441
106	3555970288
107	3591306918
108	1413674720
109	2973624282
110	3507573727
111	2750466516
112	1247780735
113	462585400
114	2092674876
115	4125446870
116	304181115
117	3245543079
118	3317840007
119	1033381212
120	1814720681
121	1260951231
122	602915673
123	3741916729
124	3148651488
125	3179307210
126	3811073481
127	276949968
128	283206406
129	4093785625
130	2614172165
131	1513741986
132	3279700131
133	353080569
134	3856890670
135	3318526060
136	3128150682
137	518204062
138	4109911671
139	2567504854
140	3372832850
141	2209434471
142	2388833436
143	831752810
144	2886936058
145	2556462513
146	3401830449
147	374229063
148	653563193
149	2060860854
150	2188725583
151	3067602820
152	922318386
153	297062801
154	2092145924
155	939997322
156	2441260627
157	121725230
158	3896188572
159	2207065739
160	3666563033
161	1507001016
162	3230899843
163	121035633
164	4233721923
165	2442373542
166	2757086799
167	2915231435
168	3583457291
169	3175260976
170	5212327
171	505014696
172	1355437924
173	1066541197
174	3168623848
175	945249600
176	2639089204
177	1648842794
178	3879710500
179	2503332489
180	1235142091
181	2565973911
182	2152322654
183	3068143067
184	3015499966
185	3774556616
186	2044783561
187	2234462711
188	2211884382
189	445689070
190	3595221863
191	1619769368
192	3672170163
193	2900663159
194	933246227
195	1973908033
196	3329672600
197	2988571539
198	665590491
199	1161358702
