rep	seed
0	389511001
1	2749227546
2	1195830204
3	4093237983
4	1278676227
5	4028141344
6	769553737
7	172390249
8	4233011992
9	296074104
10	338798569
11	3041224300
12	2852100614
13	2818145777
14	3842529321
15	2803235547
16	2459587234
17	2321836187
18	774761877
19	1598618042
20	1600341730
21	2274299855
22	2149938475
23	3028571771
24	514920594
25	4231474973
26	218386442
27	2859857439
28	4229444028
29	913326202
30	3909585772
31	3074858533
32	593292220
33	113013706
34	701841091
35	3687945414
36	2442386789
37	1108637738
38	1301745571
39	3433137850
40	2430273387
41	3181512881
42	2717310573
43	738575702
44	59592587
45	1832585149
46	4285442527
47	2876958791
48	511744583
49	115130294
50	3794950824
51	1348928666
52	2046139916
53	4178795184
54	3942540039
55	759994074
56	1331246883
57	3849018927
58	1259965128
59	1997016343
60	3544809782
61	3805423928
62	2857532829
63	2128155732
64	3194025555
65	3748436577
66	2307123174
67	3819379814
68	649104780
69	3638360322
70	3583285801
71	581765148
72	2953159007
73	3941930581
74	2353938790
75	757383408
76	377053408
77	149615869
78	2810310742
79	2924051457
80	2914655891
81	1004904967
82	1162043856
83	768561751
84	1349574024
85	1266149515
86	3364281386
87	3030106352
88	1670554479
89	468546549
90	1300808581
91	3004957037
92	870275196
93	468101415
94	3041648001
95	1871682103
96	3944995585
97	2414229033
98	3966626459
99	2229988323
100	12328532
101	736185505
102	4068309583
103	1501209079
104	1949273411
105	733028981
106	1994923464
107	570564714
108	2680970898
109	4253065852
110	1534385569
111	1459387662
112	1705655817
113	3865328312
114	2716182202
115	1066286387
116	3392311499
117	3158636853
118	437968958
119	2808420146
120	995515359
121	141503642
122	3964260543
123	3173838274
124	2692583618
125	3309316137
126	3286332604
127	3609881200
128	1636770986
129	925004278
130	123950779
131	3557002054
132	3906015673
133	3959279303
134	2983306355
135	1463812943
136	1950871636
137	3655303608
138	964400280
139	253489441
140	2352728871
141	3802089162
142	360207770
143	3138218880
144	1816794823
145	3949540214
146	2144609456
147	3177389724
148	973853189
149	2932187741
150	4273037692
151	243799243
152	2345652886
153	1158801597
154	3213405392
155	3779776382
156	2401446783
157	891346344
158	3543975126
159	3531451096
160	1783276555
161	886265601
162	1381236607
163	4133647492
164	797491123
165	2204759161
166	655022643
167	3934126521
168	1605941272
169	3882020694
170	790395585
171	2870801783
172	3476802308
173	204506101
174	2063247275
175	3143733860
176	4254074717
177	1777884819
178	3041167083
179	4194351730
180	4156731810
181	4240471596
182	97009663
183	4183273480
184	3746544032
185	2761591993
186	585274018
187	1336160611
188	2482469094
189	3045974291
190	1107873928
191	2366585691
192	1397157777
193	946360037
194	4007218461
195	2957917385
196	658245097
197	946060313
198	2218329340
199	2988980300
